[BACKTEST] Starting for BTC-USD on 15m...
[DATA] Fetched Multi-TF for BTC-USD (15m: 3000, 1h: 3000, 1d: 3000)
[BACKTEST] Fetched 3000 bars.
[HURST] MEAN_REVERTING | R/S=0.465 DFA=0.412 Mean=0.438 Stable=true
[REGIME] TRENDING | Heuristic Score=26.9% | Actionable=false
[HURST] TRENDING | R/S=0.563 DFA=0.604 Mean=0.583 Stable=true
[REGIME] TRENDING | Heuristic Score=3.2% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.562 DFA=0.447 Mean=0.504 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.570 DFA=0.500 Mean=0.535 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.574 DFA=0.509 Mean=0.542 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.566 DFA=0.590 Mean=0.578 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.589 DFA=0.446 Mean=0.517 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.575 DFA=0.527 Mean=0.551 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.551 DFA=0.567 Mean=0.559 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.566 DFA=0.514 Mean=0.540 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.531 DFA=0.388 Mean=0.460 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.524 DFA=0.430 Mean=0.477 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.556 DFA=0.454 Mean=0.505 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.486 DFA=0.433 Mean=0.460 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.520 DFA=0.452 Mean=0.486 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.546 DFA=0.481 Mean=0.513 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.590 DFA=0.489 Mean=0.540 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.542 DFA=0.459 Mean=0.500 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.553 DFA=0.456 Mean=0.505 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.429 DFA=0.384 Mean=0.406 Stable=true
[REGIME] MEAN_REVERTING | Heuristic Score=13.7% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.509 DFA=0.468 Mean=0.489 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.509 DFA=0.472 Mean=0.491 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.456 DFA=0.365 Mean=0.411 Stable=true
[REGIME] MEAN_REVERTING | Heuristic Score=9.3% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.405 DFA=0.380 Mean=0.392 Stable=true
[REGIME] MEAN_REVERTING | Heuristic Score=27.6% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.433 DFA=0.388 Mean=0.410 Stable=true
[REGIME] MEAN_REVERTING | Heuristic Score=9.5% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.419 DFA=0.383 Mean=0.401 Stable=true
[REGIME] MEAN_REVERTING | Heuristic Score=19.3% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.417 DFA=0.341 Mean=0.379 Stable=true
[REGIME] MEAN_REVERTING | Heuristic Score=40.7% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.480 DFA=0.423 Mean=0.451 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.487 DFA=0.425 Mean=0.456 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.468 DFA=0.520 Mean=0.494 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.525 DFA=0.449 Mean=0.487 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.436 DFA=0.473 Mean=0.454 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.459 DFA=0.542 Mean=0.501 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.469 DFA=0.552 Mean=0.511 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.517 DFA=0.572 Mean=0.545 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.594 DFA=0.534 Mean=0.564 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.585 DFA=0.594 Mean=0.589 Stable=true
[REGIME] TRENDING | Heuristic Score=9.2% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.476 DFA=0.468 Mean=0.472 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.488 DFA=0.444 Mean=0.466 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.492 DFA=0.513 Mean=0.502 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.539 DFA=0.471 Mean=0.505 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.565 DFA=0.537 Mean=0.551 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.513 DFA=0.429 Mean=0.471 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.572 DFA=0.519 Mean=0.546 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.575 DFA=0.519 Mean=0.547 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.591 DFA=0.478 Mean=0.534 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.541 DFA=0.469 Mean=0.505 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.562 DFA=0.487 Mean=0.525 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.587 DFA=0.494 Mean=0.540 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.565 DFA=0.506 Mean=0.536 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.533 DFA=0.497 Mean=0.515 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.535 DFA=0.445 Mean=0.490 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.565 DFA=0.464 Mean=0.515 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.450 DFA=0.329 Mean=0.390 Stable=false
[REGIME] MEAN_REVERTING | Heuristic Score=18.1% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.463 DFA=0.290 Mean=0.377 Stable=false
[REGIME] MEAN_REVERTING | Heuristic Score=26.1% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.499 DFA=0.342 Mean=0.420 Stable=false
[REGIME] MEAN_REVERTING | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.486 DFA=0.392 Mean=0.439 Stable=true
[REGIME] MEAN_REVERTING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.528 DFA=0.400 Mean=0.464 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.479 DFA=0.353 Mean=0.416 Stable=false
[REGIME] MEAN_REVERTING | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.509 DFA=0.354 Mean=0.431 Stable=false
[REGIME] MEAN_REVERTING | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.503 DFA=0.397 Mean=0.450 Stable=false
[REGIME] MEAN_REVERTING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.527 DFA=0.427 Mean=0.477 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.517 DFA=0.370 Mean=0.443 Stable=false
[REGIME] MEAN_REVERTING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.567 DFA=0.455 Mean=0.511 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.526 DFA=0.395 Mean=0.460 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.487 DFA=0.378 Mean=0.432 Stable=false
[REGIME] MEAN_REVERTING | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.497 DFA=0.377 Mean=0.437 Stable=false
[REGIME] MEAN_REVERTING | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.490 DFA=0.381 Mean=0.436 Stable=false
[REGIME] MEAN_REVERTING | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.459 DFA=0.341 Mean=0.400 Stable=false
[REGIME] MEAN_REVERTING | Heuristic Score=8% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.435 DFA=0.323 Mean=0.379 Stable=false
[REGIME] MEAN_REVERTING | Heuristic Score=29.8% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.451 DFA=0.361 Mean=0.406 Stable=true
[REGIME] MEAN_REVERTING | Heuristic Score=13.9% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.426 DFA=0.352 Mean=0.389 Stable=true
[REGIME] MEAN_REVERTING | Heuristic Score=30.7% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.507 DFA=0.402 Mean=0.455 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.472 DFA=0.384 Mean=0.428 Stable=true
[REGIME] MEAN_REVERTING | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.406 DFA=0.411 Mean=0.409 Stable=true
[REGIME] MEAN_REVERTING | Heuristic Score=11.3% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.457 DFA=0.407 Mean=0.432 Stable=true
[REGIME] MEAN_REVERTING | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.476 DFA=0.349 Mean=0.412 Stable=false
[REGIME] MEAN_REVERTING | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.507 DFA=0.393 Mean=0.450 Stable=false
[REGIME] MEAN_REVERTING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.470 DFA=0.466 Mean=0.468 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.469 DFA=0.398 Mean=0.433 Stable=true
[REGIME] MEAN_REVERTING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.556 DFA=0.435 Mean=0.495 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.524 DFA=0.387 Mean=0.456 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.562 DFA=0.445 Mean=0.504 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.564 DFA=0.356 Mean=0.460 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.565 DFA=0.483 Mean=0.524 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.528 DFA=0.451 Mean=0.490 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.496 DFA=0.506 Mean=0.501 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.610 DFA=0.500 Mean=0.555 Stable=false
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.622 DFA=0.516 Mean=0.569 Stable=false
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.541 DFA=0.446 Mean=0.493 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] MEAN_REVERTING | R/S=0.460 DFA=0.437 Mean=0.448 Stable=true
[REGIME] MEAN_REVERTING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.486 DFA=0.462 Mean=0.474 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.560 DFA=0.474 Mean=0.517 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.564 DFA=0.455 Mean=0.510 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.553 DFA=0.440 Mean=0.496 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.598 DFA=0.462 Mean=0.530 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.560 DFA=0.457 Mean=0.509 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.508 DFA=0.508 Mean=0.508 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.530 DFA=0.489 Mean=0.510 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.629 DFA=0.487 Mean=0.558 Stable=false
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.533 DFA=0.492 Mean=0.513 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.615 DFA=0.527 Mean=0.571 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.601 DFA=0.554 Mean=0.578 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.556 DFA=0.503 Mean=0.530 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.554 DFA=0.495 Mean=0.524 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.581 DFA=0.615 Mean=0.598 Stable=true
[REGIME] TRENDING | Heuristic Score=18% | Actionable=false
[HURST] TRENDING | R/S=0.596 DFA=0.549 Mean=0.573 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.527 DFA=0.527 Mean=0.527 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.556 DFA=0.543 Mean=0.550 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.599 DFA=0.558 Mean=0.579 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.503 DFA=0.549 Mean=0.526 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.555 DFA=0.486 Mean=0.520 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.529 DFA=0.484 Mean=0.506 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.618 DFA=0.706 Mean=0.662 Stable=true
[REGIME] TRENDING | Heuristic Score=70% | Actionable=false
[HURST] TRENDING | R/S=0.585 DFA=0.659 Mean=0.622 Stable=true
[REGIME] TRENDING | Heuristic Score=41.9% | Actionable=false
[HURST] TRENDING | R/S=0.599 DFA=0.651 Mean=0.625 Stable=true
[REGIME] TRENDING | Heuristic Score=44.7% | Actionable=false
[HURST] TRENDING | R/S=0.638 DFA=0.681 Mean=0.659 Stable=true
[REGIME] TRENDING | Heuristic Score=70% | Actionable=false
[HURST] TRENDING | R/S=0.616 DFA=0.573 Mean=0.594 Stable=true
[REGIME] TRENDING | Heuristic Score=14.4% | Actionable=false
[HURST] TRENDING | R/S=0.604 DFA=0.589 Mean=0.597 Stable=true
[REGIME] TRENDING | Heuristic Score=16.6% | Actionable=false
[HURST] TRENDING | R/S=0.628 DFA=0.568 Mean=0.598 Stable=true
[REGIME] TRENDING | Heuristic Score=17.7% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.505 DFA=0.450 Mean=0.478 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.618 DFA=0.494 Mean=0.556 Stable=false
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.592 DFA=0.592 Mean=0.592 Stable=true
[REGIME] TRENDING | Heuristic Score=11.9% | Actionable=false
[HURST] TRENDING | R/S=0.583 DFA=0.599 Mean=0.591 Stable=true
[REGIME] TRENDING | Heuristic Score=11.4% | Actionable=false
[HURST] TRENDING | R/S=0.650 DFA=0.673 Mean=0.662 Stable=true
[REGIME] TRENDING | Heuristic Score=70% | Actionable=false
[HURST] TRENDING | R/S=0.566 DFA=0.544 Mean=0.555 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.576 DFA=0.523 Mean=0.549 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[BACKTEST] Upserted 11 setups to MongoDB.

=== EMPIRICAL HEURISTIC VALIDATION for BTC-USD 1h ===
Maximum Heuristic Score Reached: 70.00%
Bucket		Win Rate	Total Trades
> 0.80		N/A		0
0.70-0.80		0.0%		5
0.60-0.70		100.0%		1
0.50-0.60		25.0%		4
0.40-0.50		0.0%		5
< 0.40		34.4%		128
=========================================================

[BACKTEST] Starting for ETH-USD on 15m...
[DATA] Fetched Multi-TF for ETH-USD (15m: 3000, 1h: 3000, 1d: 3000)
[BACKTEST] Fetched 3000 bars.
[HURST] TRENDING | R/S=0.621 DFA=0.543 Mean=0.582 Stable=true
[REGIME] TRENDING | Heuristic Score=2.1% | Actionable=false
[HURST] TRENDING | R/S=0.645 DFA=0.628 Mean=0.636 Stable=true
[REGIME] TRENDING | Heuristic Score=56.5% | Actionable=false
[HURST] TRENDING | R/S=0.639 DFA=0.571 Mean=0.605 Stable=true
[REGIME] TRENDING | Heuristic Score=24.7% | Actionable=false
[HURST] TRENDING | R/S=0.694 DFA=0.639 Mean=0.667 Stable=true
[REGIME] TRENDING | Heuristic Score=70% | Actionable=false
[HURST] TRENDING | R/S=0.734 DFA=0.680 Mean=0.707 Stable=true
[REGIME] TRENDING | Heuristic Score=70% | Actionable=false
[HURST] TRENDING | R/S=0.729 DFA=0.624 Mean=0.677 Stable=false
[REGIME] TRENDING | Heuristic Score=59.5% | Actionable=false
[HURST] TRENDING | R/S=0.666 DFA=0.637 Mean=0.651 Stable=true
[REGIME] TRENDING | Heuristic Score=70% | Actionable=false
[HURST] TRENDING | R/S=0.655 DFA=0.654 Mean=0.655 Stable=true
[REGIME] TRENDING | Heuristic Score=70% | Actionable=false
[HURST] TRENDING | R/S=0.650 DFA=0.610 Mean=0.630 Stable=true
[REGIME] TRENDING | Heuristic Score=50.1% | Actionable=false
[HURST] TRENDING | R/S=0.634 DFA=0.596 Mean=0.615 Stable=true
[REGIME] TRENDING | Heuristic Score=35.3% | Actionable=false
[HURST] TRENDING | R/S=0.601 DFA=0.609 Mean=0.605 Stable=true
[REGIME] TRENDING | Heuristic Score=24.9% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.473 DFA=0.453 Mean=0.463 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.535 DFA=0.556 Mean=0.546 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.581 DFA=0.421 Mean=0.501 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.582 DFA=0.529 Mean=0.556 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.514 DFA=0.471 Mean=0.492 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.545 DFA=0.399 Mean=0.472 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.530 DFA=0.420 Mean=0.475 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.603 DFA=0.527 Mean=0.565 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.595 DFA=0.446 Mean=0.521 Stable=false
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.590 DFA=0.546 Mean=0.568 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.619 DFA=0.538 Mean=0.578 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.621 DFA=0.551 Mean=0.586 Stable=true
[REGIME] TRENDING | Heuristic Score=6.1% | Actionable=false
[HURST] TRENDING | R/S=0.603 DFA=0.561 Mean=0.582 Stable=true
[REGIME] TRENDING | Heuristic Score=1.6% | Actionable=false
[HURST] TRENDING | R/S=0.589 DFA=0.638 Mean=0.613 Stable=true
[REGIME] TRENDING | Heuristic Score=33.4% | Actionable=false
[HURST] TRENDING | R/S=0.642 DFA=0.582 Mean=0.612 Stable=true
[REGIME] TRENDING | Heuristic Score=31.6% | Actionable=false
[HURST] TRENDING | R/S=0.644 DFA=0.574 Mean=0.609 Stable=true
[REGIME] TRENDING | Heuristic Score=29% | Actionable=false
[HURST] TRENDING | R/S=0.609 DFA=0.536 Mean=0.573 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.590 DFA=0.630 Mean=0.610 Stable=true
[REGIME] TRENDING | Heuristic Score=30.1% | Actionable=false
[HURST] TRENDING | R/S=0.618 DFA=0.581 Mean=0.599 Stable=true
[REGIME] TRENDING | Heuristic Score=19.4% | Actionable=false
[HURST] TRENDING | R/S=0.650 DFA=0.628 Mean=0.639 Stable=true
[REGIME] TRENDING | Heuristic Score=58.8% | Actionable=false
[HURST] TRENDING | R/S=0.592 DFA=0.534 Mean=0.563 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.620 DFA=0.584 Mean=0.602 Stable=true
[REGIME] TRENDING | Heuristic Score=21.7% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.570 DFA=0.484 Mean=0.527 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.599 DFA=0.578 Mean=0.589 Stable=true
[REGIME] TRENDING | Heuristic Score=8.6% | Actionable=false
[HURST] TRENDING | R/S=0.570 DFA=0.531 Mean=0.550 Stable=true
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.622 DFA=0.514 Mean=0.568 Stable=false
[REGIME] TRENDING | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.532 DFA=0.479 Mean=0.505 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.493 DFA=0.515 Mean=0.504 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.532 DFA=0.495 Mean=0.514 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.591 DFA=0.502 Mean=0.546 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.585 DFA=0.606 Mean=0.595 Stable=true
[REGIME] TRENDING | Heuristic Score=15.3% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.544 DFA=0.525 Mean=0.534 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.544 DFA=0.501 Mean=0.522 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.513 DFA=0.509 Mean=0.511 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.528 DFA=0.566 Mean=0.547 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.539 DFA=0.555 Mean=0.547 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] RANDOM_WALK | R/S=0.542 DFA=0.526 Mean=0.534 Stable=true
[REGIME] RANDOM_WALK | Heuristic Score=0% | Actionable=false
[HURST] TRENDING | R/S=0.648 DFA=0.599 Mean=0.623 Stable=true
[REGIME] TRENDING | Heuristic Score=43% | Actionable=false
[HURST] TRENDING | R/S=0.647 DFA=0.624 Mean=0.635 Stable=true
